onset	duration	trial_type	response_time	Endowment	Endowment_pmod	Decision	Decision_pmod
5.008529	2	cue_dict_pmod	n/a	25	3	n/a	n/a
13.058062	2	cue_ug-resp_pmod	n/a	25	5	n/a	n/a
24.608152	2	cue_dict_pmod	n/a	25	3	n/a	n/a
39.658047	2	cue_dict_pmod	n/a	17	-5	n/a	n/a
47.708360	2	cue_ug-prop_pmod	n/a	17	-3	n/a	n/a
64.258550	2	cue_ug-resp_pmod	n/a	25	5	n/a	n/a
72.308310	2	cue_ug-prop_pmod	n/a	23	4	n/a	n/a
81.858086	2	cue_ug-resp_pmod	n/a	17	-3	n/a	n/a
89.908510	2	cue_ug-prop_pmod	n/a	17	-3	n/a	n/a
101.457940	2	cue_ug-prop_pmod	n/a	15	-5	n/a	n/a
109.508000	2	cue_ug-resp_pmod	n/a	21	1	n/a	n/a
123.058044	2	cue_dict_pmod	n/a	19	-3	n/a	n/a
138.107850	2	cue_dict_pmod	n/a	15	-7	n/a	n/a
148.158280	2	cue_ug-prop_pmod	n/a	25	6	n/a	n/a
166.208440	2	cue_ug-resp_pmod	n/a	23	3	n/a	n/a
174.257770	2	cue_ug-prop_pmod	n/a	21	2	n/a	n/a
182.308350	2	cue_ug-prop_pmod	n/a	19	-1	n/a	n/a
190.357910	2	cue_dict_pmod	n/a	23	1	n/a	n/a
200.407700	2	cue_ug-resp_pmod	n/a	21	1	n/a	n/a
208.458480	2	cue_ug-resp_pmod	n/a	23	3	n/a	n/a
221.507830	2	cue_ug-resp_pmod	n/a	19	-1	n/a	n/a
231.557800	2	cue_ug-resp_pmod	n/a	15	-5	n/a	n/a
239.608220	2	cue_dict_pmod	n/a	25	3	n/a	n/a
252.658250	2	cue_ug-resp_pmod	n/a	17	-3	n/a	n/a
260.707600	2	cue_dict_pmod	n/a	21	-1	n/a	n/a
270.757660	2	cue_ug-prop_pmod	n/a	17	-3	n/a	n/a
282.807680	2	cue_ug-prop_pmod	n/a	17	-3	n/a	n/a
290.857820	2	cue_ug-prop_pmod	n/a	15	-5	n/a	n/a
303.907600	2	cue_dict_pmod	n/a	23	1	n/a	n/a
317.457700	2	cue_dict_pmod	n/a	25	3	n/a	n/a
328.508120	2	cue_dict_pmod	n/a	23	1	n/a	n/a
