onset	duration	trial_type	response_time	Endowment	Endowment_pmod	Decision	Decision_pmod
4.997308	2	cue_ug-resp_pmod	n/a	23	3	n/a	n/a
17.047600	2	cue_dict_pmod	n/a	23	4	n/a	n/a
29.097479	2	cue_ug-resp_pmod	n/a	25	5	n/a	n/a
38.647340	2	cue_ug-resp_pmod	n/a	23	3	n/a	n/a
46.697390	2	cue_dict_pmod	n/a	17	-2	n/a	n/a
56.747110	2	cue_ug-prop_pmod	n/a	19	-3	n/a	n/a
64.797226	2	cue_dict_pmod	n/a	19	0	n/a	n/a
72.847190	2	cue_dict_pmod	n/a	21	2	n/a	n/a
83.897050	2	cue_ug-resp_pmod	n/a	23	3	n/a	n/a
93.446945	2	cue_ug-resp_pmod	n/a	25	5	n/a	n/a
102.997060	2	cue_ug-prop_pmod	n/a	25	4	n/a	n/a
113.046960	2	cue_ug-resp_pmod	n/a	17	-3	n/a	n/a
128.096900	2	cue_dict_pmod	n/a	17	-2	n/a	n/a
137.646710	2	cue_ug-prop_pmod	n/a	23	2	n/a	n/a
148.713330	2	cue_ug-resp_pmod	n/a	21	1	n/a	n/a
158.263700	2	cue_dict_pmod	n/a	15	-4	n/a	n/a
170.313610	2	cue_dict_pmod	n/a	25	6	n/a	n/a
178.363400	2	cue_ug-prop_pmod	n/a	19	-3	n/a	n/a
191.913300	2	cue_ug-prop_pmod	n/a	17	-5	n/a	n/a
206.963120	2	cue_ug-resp_pmod	n/a	15	-5	n/a	n/a
215.013440	2	cue_ug-prop_pmod	n/a	23	2	n/a	n/a
226.063130	2	cue_ug-resp_pmod	n/a	15	-5	n/a	n/a
237.613070	2	cue_dict_pmod	n/a	23	4	n/a	n/a
247.163150	2	cue_ug-prop_pmod	n/a	23	2	n/a	n/a
255.212940	2	cue_dict_pmod	n/a	19	0	n/a	n/a
270.263060	2	cue_dict_pmod	n/a	15	-4	n/a	n/a
280.312800	2	cue_ug-prop_pmod	n/a	23	2	n/a	n/a
288.362820	2	cue_ug-prop_pmod	n/a	23	2	n/a	n/a
297.912780	2	cue_ug-prop_pmod	n/a	19	-3	n/a	n/a
307.962650	2	cue_ug-resp_pmod	n/a	15	-5	n/a	n/a
318.012730	2	cue_ug-resp_pmod	n/a	25	5	n/a	n/a
331.062600	2	cue_ug-prop_pmod	n/a	25	4	n/a	n/a
344.112670	2	cue_dict_pmod	n/a	19	0	n/a	n/a
357.162450	2	cue_ug-resp_pmod	n/a	17	-3	n/a	n/a
366.712400	2	cue_ug-prop_pmod	n/a	19	-3	n/a	n/a
376.762480	2	cue_dict_pmod	n/a	19	0	n/a	n/a
7.530796	0.849316	dec_dg-prop_pmod_choice	0.849316	23	n/a	22	-3.212330e-01
19.579687	1.233422	dec_ug-prop_pmod_choice	1.233422	23	n/a	13	3.092713e-01
33.129627	1.399984	dec_dg-prop_pmod_choice	1.399984	25	n/a	20	-1.647113e-01
41.180120	0.916661	dec_dg-prop_pmod_choice	0.916661	23	n/a	19	-1.907983e-01
49.229687	1.867019	dec_ug-prop_pmod_choice	1.867019	17	n/a	14	5.095928e-02
59.280020	2.599895	dec_ug-resp_pmod_reject	2.599895	19	n/a	0	-1.712336e-01
59.280020	2.599895	dec_ug-resp_pmod_option_presented	2.599895	19	n/a	0	-1.712336e-01
59.280020	2.599895	dec_ug-resp_pmod_choice	2.599895	19	n/a	0	-2.238652e-01
67.329475	0.916491	dec_ug-prop_pmod_choice	0.916491	19	n/a	10	3.481729e-01
78.379640	2.450185	dec_ug-prop_pmod_choice	2.450185	21	n/a	12	3.030601e-01
87.929360	1.000360	dec_dg-prop_pmod_choice	1.000360	23	n/a	22	-3.212330e-01
97.479250	2.417006	dec_dg-prop_pmod_choice	2.417006	25	n/a	23	-2.847113e-01
105.529335	1.383737	dec_ug-resp_pmod_accept	1.383737	25	n/a	17	9.613480e-02
