onset	duration	trial_type	response_time	Endowment	Endowment_pmod	Decision	Decision_pmod
4.998506	2	cue_ug-prop_pmod	n/a	15	-4	n/a	n/a
21.548708	2	cue_ug-prop_pmod	n/a	23	4	n/a	n/a
31.098246	2	cue_ug-prop_pmod	n/a	19	0	n/a	n/a
40.648460	2	cue_dict_pmod	n/a	15	-5	n/a	n/a
54.198760	2	cue_ug-resp_pmod	n/a	23	5	n/a	n/a
62.248745	2	cue_dict_pmod	n/a	15	-5	n/a	n/a
72.298790	2	cue_ug-resp_pmod	n/a	17	-2	n/a	n/a
82.348816	2	cue_ug-resp_pmod	n/a	25	7	n/a	n/a
91.898850	2	cue_dict_pmod	n/a	19	-1	n/a	n/a
106.949110	2	cue_dict_pmod	n/a	25	6	n/a	n/a
116.998680	2	cue_ug-prop_pmod	n/a	15	-4	n/a	n/a
125.048744	2	cue_ug-prop_pmod	n/a	19	0	n/a	n/a
140.098830	2	cue_ug-prop_pmod	n/a	17	-2	n/a	n/a
150.148680	2	cue_ug-resp_pmod	n/a	17	-2	n/a	n/a
160.198720	2	cue_dict_pmod	n/a	15	-5	n/a	n/a
178.248800	2	cue_dict_pmod	n/a	17	-3	n/a	n/a
188.298650	2	cue_ug-prop_pmod	n/a	17	-2	n/a	n/a
201.348700	2	cue_ug-prop_pmod	n/a	17	-2	n/a	n/a
212.398130	2	cue_ug-resp_pmod	n/a	19	1	n/a	n/a
220.448700	2	cue_ug-resp_pmod	n/a	25	7	n/a	n/a
229.998610	2	cue_ug-resp_pmod	n/a	15	-4	n/a	n/a
242.048750	2	cue_dict_pmod	n/a	25	6	n/a	n/a
250.098750	2	cue_dict_pmod	n/a	25	6	n/a	n/a
258.148740	2	cue_ug-prop_pmod	n/a	23	4	n/a	n/a
268.198970	2	cue_ug-resp_pmod	n/a	19	1	n/a	n/a
277.748750	2	cue_dict_pmod	n/a	25	6	n/a	n/a
285.798700	2	cue_ug-resp_pmod	n/a	15	-4	n/a	n/a
293.848720	2	cue_dict_pmod	n/a	23	4	n/a	n/a
304.915250	2	cue_ug-prop_pmod	n/a	23	4	n/a	n/a
314.465400	2	cue_ug-resp_pmod	n/a	17	-2	n/a	n/a
324.515260	2	cue_ug-prop_pmod	n/a	17	-2	n/a	n/a
338.065340	2	cue_ug-prop_pmod	n/a	21	2	n/a	n/a
349.115400	2	cue_dict_pmod	n/a	15	-5	n/a	n/a
358.681580	2	cue_ug-resp_pmod	n/a	15	-4	n/a	n/a
366.732030	2	cue_ug-resp_pmod	n/a	15	-4	n/a	n/a
376.782100	2	cue_dict_pmod	n/a	15	-5	n/a	n/a
9.031147	1.933895	dec_ug-resp_pmod_reject	1.933895	15	n/a	0	-2.183783e-01
9.031147	1.933895	dec_ug-resp_pmod_option_presented	1.933895	15	n/a	0	-2.183783e-01
9.031147	1.933895	dec_ug-resp_pmod_choice	1.933895	15	n/a	0	-2.850450e-01
25.582170	2.149520	dec_ug-resp_pmod_accept	2.149520	23	n/a	16	1.930284e-02
25.582170	2.149520	dec_ug-resp_pmod_option_presented	2.149520	23	n/a	16	1.930284e-02
25.582170	2.149520	dec_ug-resp_pmod_choice	2.149520	23	n/a	16	1.930284e-02
35.132206	1.464953	dec_ug-resp_pmod_accept	1.464953	19	n/a	10	1.886392e-01
35.132206	1.464953	dec_ug-resp_pmod_option_presented	1.464953	19	n/a	10	1.886392e-01
35.132206	1.464953	dec_ug-resp_pmod_choice	1.464953	19	n/a	10	1.886392e-01
44.681633	2.715976	dec_ug-prop_pmod_choice	2.715976	15	n/a	14	-7.873499e-02
56.731197	0.650260	dec_dg-prop_pmod_choice	0.650260	23	n/a	22	-8.988810e-02
64.781220	2.216380	dec_ug-prop_pmod_choice	2.216380	15	n/a	14	-7.873499e-02
74.832200	1.383005	dec_dg-prop_pmod_choice	1.383005	17	n/a	12	1.607513e-01
86.381240	2.116316	dec_dg-prop_pmod_choice	2.116316	25	n/a	23	-5.336636e-02
94.431244	0.983418	dec_ug-prop_pmod_choice	0.983418	19	n/a	15	6.512466e-02
109.481285	1.350265	dec_ug-prop_pmod_choice	1.350265	25	n/a	20	5.459835e-02
119.530660	2.050605	dec_ug-resp_pmod_accept	2.050605	15	n/a	10	4.828835e-02
119.530660	2.050605	dec_ug-resp_pmod_option_presented	2.050605	15	n/a	10	4.828835e-02
119.530660	2.050605	dec_ug-resp_pmod_choice	2.050605	15	n/a	10	4.828835e-02
130.582300	1.932501	dec_ug-resp_pmod_accept	1.932501	19	n/a	15	-7.451867e-02
130.582300	1.932501	dec_ug-resp_pmod_option_presented	1.932501	19	n/a	15	-7.451867e-02
130.582300	1.932501	dec_ug-resp_pmod_choice	1.932501	19	n/a	15	-7.451867e-02
142.631350	2.250207	dec_ug-resp_pmod_accept	2.250207	17	n/a	9	1.855432e-01
142.631350	2.250207	dec_ug-resp_pmod_option_presented	2.250207	17	n/a	9	1.855432e-01
142.631350	2.250207	dec_ug-resp_pmod_choice	2.250207	17	n/a	9	1.855432e-01
152.681300	1.300249	dec_dg-prop_pmod_choice	1.300249	17	n/a	16	-7.454283e-02
165.731350	1.483350	dec_ug-prop_pmod_choice	1.483350	15	n/a	14	-7.873499e-02
180.781360	1.533569	dec_ug-prop_pmod_choice	1.533569	17	n/a	14	3.106893e-02
193.832400	1.282505	dec_ug-resp_pmod_accept	1.282505	17	n/a	9	1.855432e-01
193.832400	1.282505	dec_ug-resp_pmod_option_presented	1.282505	17	n/a	9	1.855432e-01
193.832400	1.282505	dec_ug-resp_pmod_choice	1.282505	17	n/a	9	1.855432e-01
206.881960	1.682839	dec_ug-resp_pmod_reject	1.682839	17	n/a	0	-2.262215e-01
206.881960	1.682839	dec_ug-resp_pmod_option_presented	1.682839	17	n/a	0	-2.262215e-01
206.881960	1.682839	dec_ug-resp_pmod_choice	1.682839	17	n/a	0	-2.850450e-01
214.931850	1.649876	dec_dg-prop_pmod_choice	1.649876	19	n/a	18	-8.073478e-02
224.481430	1.216127	dec_dg-prop_pmod_choice	1.216127	25	n/a	17	1.866336e-01
232.532180	1.982868	dec_dg-prop_pmod_choice	1.982868	15	n/a	14	-6.669969e-02
244.581480	1.215803	dec_ug-prop_pmod_choice	1.215803	25	n/a	20	5.459835e-02
252.631440	1.799640	dec_ug-prop_pmod_choice	1.799640	25	n/a	23	-6.540165e-02
260.681600	1.865833	dec_ug-resp_pmod_accept	1.865833	23	n/a	13	1.497376e-01
260.681600	1.865833	dec_ug-resp_pmod_option_presented	1.865833	23	n/a	13	1.497376e-01
260.681600	1.865833	dec_ug-resp_pmod_choice	1.865833	23	n/a	13	1.497376e-01
272.231450	1.000050	dec_dg-prop_pmod_choice	1.000050	19	n/a	18	-8.073478e-02
280.282500	2.099391	dec_ug-prop_pmod_choice	2.099391	25	n/a	20	5.459835e-02
288.331500	1.200205	dec_dg-prop_pmod_choice	1.200205	15	n/a	12	6.663364e-02
299.382170	4.000000	missed_trial	n/a	23	n/a	n/a	n/a
308.947630	1.866431	dec_ug-resp_pmod_reject	1.866431	23	n/a	0	-2.850450e-01
308.947630	1.866431	dec_ug-resp_pmod_option_presented	1.866431	23	n/a	0	-1.111319e-01
308.947630	1.866431	dec_ug-resp_pmod_choice	1.866431	23	n/a	0	-2.850450e-01
316.997620	1.216873	dec_dg-prop_pmod_choice	1.216873	17	n/a	14	4.310423e-02
328.548580	1.865506	dec_ug-resp_pmod_accept	1.865506	17	n/a	12	9.072660e-03
328.548580	1.865506	dec_ug-resp_pmod_option_presented	1.865506	17	n/a	12	9.072660e-03
328.548580	1.865506	dec_ug-resp_pmod_choice	1.865506	17	n/a	12	9.072660e-03
343.598270	1.865811	dec_ug-resp_pmod_accept	1.865811	21	n/a	12	1.435264e-01
343.598270	1.865811	dec_ug-resp_pmod_option_presented	1.865811	21	n/a	12	1.435264e-01
343.598270	1.865811	dec_ug-resp_pmod_choice	1.865811	21	n/a	12	1.435264e-01
353.148620	4.000000	missed_trial	n/a	15	n/a	n/a	n/a
361.214600	1.550526	dec_dg-prop_pmod_choice	1.550526	15	n/a	14	-6.669969e-02
369.264620	1.065964	dec_dg-prop_pmod_choice	1.065964	15	n/a	10	1.999670e-01
379.314640	0.966415	dec_ug-prop_pmod_choice	0.966415	15	n/a	14	-7.873499e-02
